origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.010,1075.0999999999995
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.025,1534.1999999999998
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.050,1775.6999999999998
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.100,1961.8999999999996
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.150,2185.9999999999995
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.200,2295.4
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.250,2354.8999999999996
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.300,2408.469999999997
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.350,2549.7
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.400,2614.2999999999997
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.450,2673.2
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.500,2733.2999999999997
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.550,2800.2
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.600,2882.5999999999995
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.650,2924.8999999999996
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.700,3075.4999999999995
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.750,3119.7999999999997
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.800,3187.5
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.850,3300.4999999999995
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.900,3519.1
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.950,3708.2
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.975,3939.2
2026-02-18,ILI incidence,1,2026-02-15,AT,quantile,0.990,4398.3
2026-02-18,ILI incidence,1,2026-02-15,AT,median,,2733.2999999999997
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.010,189.69999999999982
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.025,934.6624999999997
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.050,1303.3999999999994
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.100,1659.1999999999998
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.150,1872.1000000000001
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.200,2035.62
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.250,2180.2
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.300,2293.97
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.350,2406.3549999999996
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.400,2520.54
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.450,2637.0
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.500,2736.7
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.550,2832.2999999999993
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.600,2937.6399999999994
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.650,3058.7
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.700,3166.86
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.750,3291.1749999999997
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.800,3433.1
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.850,3599.075
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.900,3816.7999999999997
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.950,4159.0
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.975,4544.289999999998
2026-02-18,ILI incidence,2,2026-02-22,AT,quantile,0.990,5069.906
2026-02-18,ILI incidence,2,2026-02-22,AT,median,,2736.7
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.010,0.0
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.025,462.81999999999925
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.050,902.1900000000003
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.100,1367.52
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.150,1648.6549999999997
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.200,1865.1799999999996
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.250,2035.3249999999998
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.300,2193.5
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.350,2333.195
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.400,2474.2
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.450,2599.455
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.500,2727.3499999999995
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.550,2859.1
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.600,3008.6399999999994
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.650,3152.24
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.700,3290.0799999999995
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.750,3437.7749999999996
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.800,3617.9999999999995
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.850,3839.06
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.900,4110.260000000001
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.950,4559.025
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.975,5017.9349999999995
2026-02-18,ILI incidence,3,2026-03-01,AT,quantile,0.990,5623.890000000002
2026-02-18,ILI incidence,3,2026-03-01,AT,median,,2727.3499999999995
2026-02-18,ILI incidence,4,2026-03-08,AT,quantile,0.010,0.0
2026-02-18,ILI incidence,4,2026-03-08,AT,quantile,0.025,171.84500000000057
2026-02-18,ILI incidence,4,2026-03-08,AT,quantile,0.050,639.2749999999997
